route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
T15,3,388323,Station Galeries Chagnon,,0,T15 -  1,65590_1472008_1472047,2
T15,3,388325,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,3,388326,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,3,388328,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,3,388329,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,3,388331,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,3,388332,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,3,388334,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,3,388335,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,3,388337,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,3,388338,Station Galeries Chagnon,,0,T15 -  2,65590_1472008_1472047,2
T15,3,388340,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,3,388341,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,3,388343,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,3,388344,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,3,388346,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,3,388347,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,3,388349,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,3,388350,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,3,388352,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T31,3,388353,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472346_1472391,2
T31,3,388354,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,3,388355,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,3,388356,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,3,388357,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,3,388358,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,3,388359,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,3,388360,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,3,388361,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,3,388362,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,3,388363,Sainte-Hélène-de-Breakeyville,,1,T31 -  2,65596_1472320_1472369,2
T15,2,388364,Station Galeries Chagnon,,0,T15 -  1,65590_1472008_1472047,2
T15,2,388366,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388367,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,2,388369,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388370,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,2,388372,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388373,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,2,388375,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388376,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,2,388378,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388379,Station Galeries Chagnon,,0,T15 -  1,65590_1472009_1472047,2
T15,2,388381,Pintendre,,1,T15 -  1,65591_1472048_1472087,2
T15,2,388382,Station Galeries Chagnon,,0,T15 -  2,65590_1472008_1472047,2
T15,2,388384,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,2,388385,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,2,388387,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,2,388388,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,2,388390,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,2,388391,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,2,388393,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T15,2,388394,Station Galeries Chagnon,,0,T15 -  2,65590_1472009_1472047,2
T15,2,388396,Pintendre,,1,T15 -  2,65591_1472048_1472087,2
T31,2,388397,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472346_1472391,2
T31,2,388398,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388399,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388400,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388401,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388402,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388403,Breakeyville / Station de la Concorde,,1,T31 -  1,65596_1472320_1472391,2
T31,2,388404,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,2,388405,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,2,388406,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,2,388407,Breakeyville / Station de la Concorde,,1,T31 -  2,65596_1472320_1472391,2
T31,2,388408,Sainte-Hélène-de-Breakeyville,,1,T31 -  2,65596_1472320_1472369,2
22,1,388410,Station de la Concorde,,0,221,65610_1472649_1472686,2
22,1,388411,Saint-Nicolas - Bernières,,1,221,65609_1472691_1472709,2
22,1,388412,Station de la Concorde,,0,221,65610_1472649_1472686,2
22,1,388413,Saint-Nicolas - Bernières,,1,221,65609_1472691_1472709,2
22,1,388414,Station de la Concorde,,0,221,65610_1472649_1472686,2
22,1,388415,Saint-Nicolas - Bernières,,1,221,65609_1472691_1472709,2
22,1,388416,Station de la Concorde,,0,221,65610_1472649_1472686,2
22,1,388417,Saint-Nicolas - Bernières,,1,221,65609_1472691_1472709,2
22,1,388418,Station de la Concorde,,0,221,65610_1472649_1472686,2
22,1,388421,Saint-Nicolas - Bernières,,1,222,65609_1472691_1472709,2
22,1,388422,Station de la Concorde,,0,222,65610_1472649_1472686,2
22,1,388423,Saint-Nicolas - Bernières,,1,222,65609_1472691_1472709,2
22,1,388424,Station de la Concorde,,0,222,65610_1472649_1472686,2
22,1,388425,Saint-Nicolas - Bernières,,1,222,65609_1472691_1472724,2
23,1,388428,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,1,388429,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,1,388430,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,1,388431,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,1,388432,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,1,388435,Station de la Concorde,,0,232,64580_1472760_1472826,2
23,1,388437,Station de la Concorde,,0,232,64580_1472760_1472826,2
23,1,388438,Saint-Nicolas - Village (arrêts limités),,1,232,64583_1472932_1472957,2
23,1,388439,Station de la Concorde / ESLE,,0,232,64584_1472965_1473028,2
23,1,388442,Saint-Nicolas - Village (arrêts limités),,1,233,64583_1472932_1472957,2
23,1,388443,Station de la Concorde,,0,233,64580_1472760_1472826,2
23,1,388444,Saint-Nicolas - Village (arrêts limités),,1,233,64583_1472932_1472957,2
23,1,388445,Station de la Concorde,,0,233,64580_1472760_1472826,2
23,1,388448,Station de la Concorde,,0,234,64580_1472760_1472826,2
23,1,388449,Saint-Nicolas - Village (arrêts limités),,1,234,64583_1472932_1472957,2
23,1,388450,Station de la Concorde,,0,234,64580_1472760_1472826,2
23,1,388451,Saint-Nicolas - Village (arrêts limités),,1,234,64583_1472932_1472957,2
23,1,388452,Station de la Concorde,,0,234,64580_1472760_1472826,2
23,1,388453,Saint-Nicolas - Village,,1,234,64581_1474520_1474583,2
23,1,388456,Saint-Nicolas - Village (arrêts limités),,1,235,64583_1472932_1472957,2
23,1,388457,Station de la Concorde,,0,235,64580_1472760_1472826,2
23,1,388458,Saint-Nicolas - Village,,1,235,64581_1474520_1474576,2
23,1,388459,Station de la Concorde (arrêts limités),,0,235,64582_1472895_1472931,2
23,1,388460,Saint-Nicolas - Village,,1,235,64581_1474520_1474583,2
23,1,388462,Station de la Concorde (arrêts limités),,0,235,64582_1472895_1472931,2
23,1,388465,Station de la Concorde (arrêts limités),,0,236,64582_1472895_1472931,2
23,1,388466,Saint-Nicolas - Village,,1,236,64581_1474520_1474576,2
23,1,388467,Station de la Concorde (arrêts limités),,0,236,64582_1472895_1472931,2
23,1,388468,Saint-Nicolas - Village,,1,236,64581_1474520_1474576,2
23,1,388469,Station de la Concorde (arrêts limités),,0,236,64582_1472895_1472931,2
23,1,388472,Saint-Nicolas - Village,,1,237,64581_1474520_1474576,2
23,1,388473,Station de la Concorde (arrêts limités),,0,237,64582_1472895_1472931,2
23,1,388474,Saint-Nicolas - Village,,1,237,64581_1474520_1474576,2
23,1,388475,Station de la Concorde (arrêts limités),,0,237,64582_1472895_1472931,2
23,1,388478,Station de la Concorde (arrêts limités),,0,238,64582_1472895_1472931,2
23,1,388479,Saint-Nicolas - Village,,1,238,64581_1474520_1474576,2
23,1,388480,Station de la Concorde (arrêts limités),,0,238,64582_1472895_1472931,2
23,1,388481,Saint-Nicolas - Village,,1,238,64581_1474520_1474576,2
23,1,388482,Station de la Concorde (arrêts limités),,0,238,64582_1472895_1472931,2
23,1,388483,Saint-Nicolas - Village,,1,238,64581_1474520_1474583,2
24,1,388486,Saint-Rédempteur,,1,241,64529_1460359_1460382,2
24,1,388488,Saint-Rédempteur,,1,241,64529_1460359_1460382,2
24,1,388490,Saint-Rédempteur,,1,241,64529_1460359_1460382,2
24,1,388492,Saint-Rédempteur,,1,241,64529_1460359_1460382,2
24,1,388494,Saint-Rédempteur,,1,241,64529_1460359_1460382,2
EOQ,1,388497,Colline Parlementaire,,0,1001,64699_1464553_1464601,2
EOQ,1,388500,PRB des Rivières,,1,1002,64700_1464602_1464615,2
EOQ,1,388502,PRB des Rivières / Saint-Étienne-de-Lauzon,,1,1002,64700_1464602_1464650,2
EOQ,1,388505,PRB des Rivières / Saint-Étienne-de-Lauzon,,1,1003,64700_1464602_1464650,2
EOQ,1,388508,Colline Parlementaire,,0,1022,64699_1464553_1464601,2
22,1,388510,Station de la Concorde / ESLE,,0,1022,65611_1472725_1472759,2
24,1,388513,PRB des Rivières,,0,2422,64528_1460334_1460358,2
24,1,388515,PRB des Rivières,,0,2422,64528_1460334_1460358,2
24,1,388517,PRB des Rivières,,0,2422,64528_1460334_1460358,2
22,1,388519,Saint-Nicolas - Bernières,,1,2422,65609_1472691_1472709,2
65,1,388522,PRB des Rivières,,0,6510,64586_1464131_1464176,2
EOQ,1,388524,Colline Parlementaire,,0,6510,64699_1464553_1464601,2
65,1,388527,PRB des Rivières,,0,6522,64586_1464131_1464176,2
22,1,388529,Station de la Concorde,,0,6522,65610_1472649_1472686,2
22,1,388531,Station de la Concorde,,0,6522,65610_1472649_1472686,2
22,1,388534,Station de la Concorde,,0,22231,65610_1472611_1472686,2
23,1,388535,Saint-Nicolas - Village (arrêts limités),,1,22231,64583_1472932_1472964,2
22,1,388537,Station de la Concorde,,0,22231,65610_1472611_1472686,2
23,1,388538,Saint-Nicolas - Village (arrêts limités),,1,22231,64583_1472932_1472957,2
23,1,388539,Station de la Concorde,,0,22231,64580_1472760_1472826,2
23,1,388540,Saint-Nicolas - Village (arrêts limités),,1,22231,64583_1472932_1472957,2
22,1,388543,Saint-Nicolas - Bernières,,1,22232,65609_1472691_1472724,2
22,1,388545,Saint-Nicolas - Bernières,,1,22232,65609_1472687_1472724,2
23,1,388547,Saint-Nicolas - Village,,1,22232,64581_1474520_1474576,2
23,1,388548,Station de la Concorde (arrêts limités),,0,22232,64582_1472895_1472931,2
23,1,388549,Saint-Nicolas - Village,,1,22232,64581_1474520_1474583,2
22,1,388552,Saint-Nicolas - Bernières,,1,22233,65609_1472691_1472724,2
23,1,388554,Saint-Nicolas - Village,,1,22233,64581_1474520_1474576,2
23,1,388555,Station de la Concorde (arrêts limités),,0,22233,64582_1472895_1472931,2
22,1,388556,Saint-Nicolas - Bernières,,1,22233,65609_1472691_1472724,2
22,1,388558,Saint-Nicolas - Bernières,,1,22233,65609_1472691_1472724,2
23,1,388561,Saint-Nicolas - Village,,1,23221,64581_1474520_1474576,2
23,1,388562,Station de la Concorde (arrêts limités),,0,23221,64582_1472895_1472931,2
23,1,388564,Saint-Nicolas - Village,,1,23221,64581_1474516_1474576,2
23,1,388565,Station de la Concorde (arrêts limités),,0,23221,64582_1472895_1472931,2
22,1,388566,Saint-Nicolas - Bernières,,1,23221,65609_1472691_1472724,2
23,1,388569,Saint-Nicolas - Village,,1,23222,64581_1474520_1474576,2
23,1,388570,Station de la Concorde (arrêts limités),,0,23222,64582_1472895_1472931,2
22,1,388571,Saint-Nicolas - Bernières,,1,23222,65609_1472691_1472724,2
23,1,388573,Saint-Nicolas - Village,,1,23222,64581_1474520_1474576,2
23,1,388574,Station de la Concorde (arrêts limités),,0,23222,64582_1472895_1472931,2
22,1,388575,Saint-Nicolas - Bernières,,1,23222,65609_1472691_1472724,2
23,1,388578,Saint-Nicolas - Village,,1,23651,64581_1474520_1474583,2
65,1,388580,Saint-Lambert-de-Lauzon,,1,23651,64585_1464085_1464130,2
23,1,388583,Saint-Nicolas - Village,,1,23652,64581_1474516_1474583,2
65,1,388585,Saint-Lambert-de-Lauzon,,1,23652,64585_1464085_1464130,2
23,1,388587,Saint-Nicolas - Village,,1,23652,64581_1474520_1474583,2
22,1,388590,Saint-Nicolas - Bernières,,1,226524,65609_1472691_1472724,2
65,1,388592,Saint-Lambert-de-Lauzon,,1,226524,64585_1464085_1464130,2
24,1,388594,Saint-Rédempteur,,1,226524,64529_1460359_1460382,2
24,1,388596,Saint-Rédempteur,,1,226524,64529_1460359_1460382,2
24,1,388598,Saint-Rédempteur,,1,226524,64529_1460359_1460382,2
22,1,388601,Station de la Concorde,,0,22652423,65610_1472649_1472681,2
65,1,388603,PRB des Rivières,,0,22652423,64586_1464131_1464176,2
24,1,388605,PRB des Rivières,,0,22652423,64528_1460334_1460358,2
23,1,388607,Station de la Concorde / ESLE,,0,22652423,64584_1473004_1473028,2
23,2,388610,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388611,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,2,388612,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388613,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,2,388614,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388615,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,2,388616,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388617,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,2,388618,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388619,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,2,388620,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,2,388621,Saint-Nicolas - Village,,1,231,64581_1474520_1474576,2
23,2,388624,Station de la Concorde,,0,232,64580_1472760_1472826,2
23,2,388625,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,2,388626,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,2,388627,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,2,388628,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,2,388629,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,2,388630,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,2,388631,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,2,388632,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,2,388633,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,2,388634,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,2,388635,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388638,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,3,388639,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,3,388640,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,3,388641,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,3,388642,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,3,388643,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,3,388644,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,3,388645,Saint-Nicolas - Village (arrêts limités),,1,231,64583_1472932_1472957,2
23,3,388646,Station de la Concorde,,0,231,64580_1472760_1472826,2
23,3,388647,Saint-Nicolas - Village,,1,231,64581_1474520_1474576,2
23,3,388650,Station de la Concorde,,0,232,64580_1472760_1472826,2
23,3,388651,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388652,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,3,388653,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388654,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,3,388655,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388656,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,3,388657,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388658,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,3,388659,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
23,3,388660,Station de la Concorde (arrêts limités),,0,232,64582_1472895_1472931,2
23,3,388661,Saint-Nicolas - Village,,1,232,64581_1474520_1474576,2
T1,1,388663,Chemin des Îles (AM),,1,T1  -  1,65588_1471962_1471983,2
T1,1,388665,Chemin des Îles (AM),,1,T1  -  1,65588_1471962_1471983,2
T1,1,388667,Chemin des Îles (AM),,1,T1  -  1,65588_1471962_1471983,2
T1,1,388669,Chemin des Îles (AM),,1,T1  -  1,65588_1471962_1471983,2
T1,1,388671,Station des îles,,1,T1  -  1,65588_1471962_1471977,2
T1,1,388672,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388673,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388674,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388675,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388676,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388677,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T1,1,388678,Chemin des Îles (PM),,0,T1  -  2,65589_1471984_1472007,2
T2,1,388679,Terminus de la Traverse,,0,T2  -  1,65593_1472120_1472151,2
T2,1,388680,Station Rivière Etchemin,,1,T2  -  1,65592_1472088_1472119,2
T2,1,388681,Terminus de la Traverse,,0,T2  -  1,65593_1472120_1472151,2
T2,1,388682,Station Rivière Etchemin,,1,T2  -  1,65592_1472088_1472119,2
T2,1,388683,Terminus de la Traverse,,0,T2  -  1,65593_1472120_1472151,2
T2,1,388684,Station Rivière Etchemin,,1,T2  -  1,65592_1472088_1472119,2
T2,1,388685,Terminus de la Traverse,,0,T2  -  1,65593_1472120_1472151,2
T2,1,388686,Terminus de la Traverse,,0,T2  -  2,65593_1472120_1472151,2
T2,1,388687,Station Rivière Etchemin,,1,T2  -  2,65592_1472088_1472119,2
T2,1,388688,Terminus de la Traverse,,0,T2  -  2,65593_1472120_1472151,2
T2,1,388689,Station Rivière Etchemin,,1,T2  -  2,65592_1472088_1472119,2
T2,1,388690,Terminus de la Traverse,,0,T2  -  2,65593_1472120_1472151,2
T2,1,388691,Station Rivière Etchemin,,1,T2  -  2,65592_1472088_1472119,2
T2,1,388692,Terminus de la Traverse,,0,T2  -  2,65593_1472120_1472151,2
T2,1,388693,Station Rivière Etchemin,,1,T2  -  2,65592_1472088_1472119,2
T22,1,388694,PRB des Rivières,,0,T22 -  1,65594_1472152_1472217,2
T22,1,388695,PRB des Rivières / Parc industriel de Bernières (pointe AM),,0,T22 -  1,65594_1472217_1472249,2
T22,1,388696,PRB des Rivières,,0,T22 -  1,65594_1472180_1472217,2
T22,1,388697,PRB des Rivières / Parc industriel de Bernières (pointe AM),,0,T22 -  1,65594_1472217_1472249,2
T22,1,388698,PRB des Rivières,,0,T22 -  1,65594_1472180_1472217,2
T22,1,388699,St-Nicolas - Bernières / PRB des Rivières (pointe PM),,1,T22 -  2,65595_1472250_1472319,2
T22,1,388700,St-Nicolas - Bernières / PRB des Rivières (pointe PM),,1,T22 -  2,65595_1472250_1472319,2
T22,1,388701,St-Nicolas - Bernières / PRB des Rivières (pointe PM),,1,T22 -  2,65595_1472250_1472319,2
T22,1,388702,St-Nicolas - Bernières / PRB des Rivières (pointe PM),,1,T22 -  2,65595_1472250_1472319,2
T22,1,388703,Saint-Nicolas - Bernières,,1,T22 -  2,65595_1472250_1472287,2
T65,1,388704,du Pont / des Érables,,0,T65 -  1,65599_1472466_1472484,2
T65,1,388705,du Pont / des Érables,,0,T65 -  2,65599_1472466_1472484,2
T65,1,388706,du Parc / des Éperviers,,1,T65 -  3,65600_1472485_1472502,2
T65,1,388707,du Parc / des Éperviers,,1,T65 -  4,65600_1472485_1472502,2
T65,1,388708,du Parc / des Éperviers,,1,T65 -  5,65600_1472485_1472502,2
T66,1,388709,Sainte-Hélène-de-Breakeyville,,0,T66 -  1,65601_1472503_1472556,2
T66,1,388710,Saint-Lambert-de-Lauzon,,1,T66 -  2,65602_1472557_1472610,2
T66,1,388711,Saint-Lambert-de-Lauzon,,1,T66 -  3,65602_1472557_1472610,2
L3,2,388713,Sainte-Foy centre via Station de la Concorde (hors-pointe/soir/fin de sem.),,0,1,65478_1470304_1470359,1
L2,2,388714,Terminus de la Traverse,,1,1,65473_1470011_1470073,1
L2,2,388715,Sainte-Foy centre,,0,1,65472_1469953_1470010,1
L3,2,388716,Terminus Lagueux via Station de la Concorde (hors-pointe/soir/fin de sem.),,1,1,65479_1474215_1474275,1
L3,2,388717,Sainte-Foy centre via Station de la Concorde (hors-pointe/soir/fin de sem.),,0,1,65478_1470304_1470359,1
L2,2,388718,Terminus de la Traverse,,1,1,65473_1470011_1470073,1
L2,2,388721,Terminus de la Traverse,,1,2,65473_1470012_1470073,1
11A,2,388722,Terminus de la Traverse / UQAR / Lauzon / Hôtel-Dieu de Lévis,,1,2,65638_1459546_1459639,1
L2,2,388723,Sainte-Foy centre,,0,2,65472_1469953_1470010,1
L3,2,388724,Terminus Lagueux via Station de la Concorde (hors-pointe/soir/fin de sem.),,1,2,65479_1474215_1474275,1
L3,2,388725,Sainte-Foy centre via Station de la Concorde (hors-pointe/soir/fin de sem.),,0,2,65478_1470304_1470359,1
L2,2,388726,Terminus de la Traverse,,1,2,65473_1470011_1470073,1
L3,2,388729,Sainte-Foy centre via Station de la Concorde (hors-pointe/soir/fin de sem.),,0,3,65478_1470304_1470359,1
L2,2,388730,Terminus de la Traverse,,1,3,65473_1470011_1470073,1
11A,2,388731,Terminus de la Traverse / UQAR / Lauzon / Hôtel-Dieu de Lévis,,1,3,65638_1459546_1459639,1
11A,2,388732,Terminus de la Traverse / UQAR / Lauzon / Hôtel-Dieu de Lévis,,1,3,65638_1459546_1459639,1
35,2,388735,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388736,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388737,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388738,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388739,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388740,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388741,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388742,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388743,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388744,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388745,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388746,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388747,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388748,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388749,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388750,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388751,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388752,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388753,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388754,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388755,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388756,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388757,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388758,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
35,2,388759,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,64554_1461366_1461401,2
36,2,388760,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,64559_1462927_1462961,2
37,2,388763,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388765,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388767,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388769,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388771,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388773,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388775,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388777,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388779,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388781,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388783,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
38,2,388785,Saint-Jean-Chrysostome via Vanier / Station Taniata,,0,5,64568_1473576_1473624,2
37,2,388787,Saint-Jean-Chrysostome via Taniata / Station Taniata,,1,5,64562_1463058_1463105,2
L2,2,388790,Sainte-Foy centre,,0,6,65472_1469953_1470010,1
L3,2,388791,Terminus Lagueux via Station de la Concorde (hors-pointe/soir/fin de sem.),,1,6,65479_1474215_1474275,1
